normalized_id,hardware,device_id,hardware_session_id,session_id,source_system,payload_format,state_client,city,execution_place,seed_type,weight_kg,event_time,ingestion_time,event_date,event_hour,delay_ms,is_late,is_buffered,latitude,longitude,latitude_ref,longitude_ref,gps_valid,gps_status,speed_kmh,rssi_dbm,signal_quality,network_condition,machine_on,machine_operating,machine_status,scenario_state,parse_ok,parse_error,data_quality_ok,data_quality_flags,raw_record_id,raw_payload,observacoes,dev_hash,gps_state_raw,ext_v,flags_raw,crc_raw,_source_file,_source_line
da1aceeb-6d64-4419-b4aa-ec568359ed4c,ABS,ABS-0032,ABS-0032,ABS-0032,EC2 AWS,hex,Maranhão,BALSAS,Fazenda Escondido,Soja,2872.0,2026-03-16 06:45:58,2026-03-16 06:46:02,2026-03-16,6,4887.0,0,0,-7.9615,-45.9094,-7.961475,-45.909408,1,valid,0.0,-105.0,critical,poor,1,0,idle,powered_idle,1,,1,,ABS-0032-0011,AA550836C12769B7A72600FFF9DA71FFD3DC7A00006901008B002D5C,cobertura_poor,137806119,0,13.9,0,2D5C,data\raw_samples\raw\abs\year=2026\month=03\day=16\hour=06\part-00001.jsonl,11
461bbd8d-5acc-448c-989d-beca44352b28,ABS,ABS-0032,ABS-0032,ABS-0032,EC2 AWS,hex,Maranhão,BALSAS,Fazenda Escondido,Soja,2872.0,2026-03-16 06:50:37,2026-03-16 06:50:56,2026-03-16,6,19701.0,1,0,-7.9615,-45.9094,-7.961475,-45.909408,0,lost,1.85,-119.0,critical,critical,1,0,idle,powered_idle,1,,1,,ABS-0032-0012,AA550836C12769B7A83D01FFF9DA71FFD3DC7A00017701007E00FFFF,gps_invalido_ou_perdido;cobertura_critical,137806119,1,12.6,0,FFFF,data\raw_samples\raw\abs\year=2026\month=03\day=16\hour=06\part-00001.jsonl,12
df237b7a-7db8-4705-97ad-9e918e7019cf,ABS,ABS-0032,ABS-0032,ABS-0032,EC2 AWS,hex,Maranhão,BALSAS,Fazenda Escondido,Soja,2872.0,2026-03-16 06:54:09,2026-03-16 06:56:31,2026-03-16,6,142733.0,1,0,-7.9615,-45.9094,-7.961475,-45.909408,1,valid,0.0,-92.0,poor,good,1,0,idle,powered_idle,1,,1,,ABS-0032-0013,AA550836C12769B7A91100FFF9DA71FFD3DC7A00005C010090001475,atrasado,137806119,0,14.4,0,1475,data\raw_samples\raw\abs\year=2026\month=03\day=16\hour=06\part-00001.jsonl,13
19f04642-fc44-4a91-8f54-3599d925edf2,ABS,ABS-0032,ABS-0032,ABS-0032,EC2 AWS,hex,Maranhão,BALSAS,Fazenda Escondido,Soja,2872.0,2026-03-16 06:58:38,2026-03-16 07:07:02,2026-03-16,6,504242.0,1,1,-7.9616,-45.9095,-7.961475,-45.909408,1,valid,1.85,-88.0,moderate,good,1,0,idle,metal_shed_idle,1,,0,metal_shed;buffered_flag,ABS-0032-0014,AA550836C12769B7AA1E00FFF9DA70FFD3DC790001580500890CB64F,buffer/reenvio;barracao_metalico,137806119,0,13.7,12,B64F,data\raw_samples\raw\abs\year=2026\month=03\day=16\hour=06\part-00001.jsonl,14
06ae8015-1075-4ecd-894c-189e8b26113f,ABS,ABS-0032,ABS-0032,ABS-0032,EC2 AWS,hex,Maranhão,BALSAS,Fazenda Escondido,Soja,2872.0,2026-03-16 07:01:44,2026-03-16 07:16:06,2026-03-16,7,13528.0,1,0,-7.9615,-45.9094,-7.961475,-45.909408,1,valid,0.0,-82.0,moderate,moderate,1,0,idle,powered_idle,1,,1,,ABS-0032-0015,AA550836C12769B7AAD800FFF9DA71FFD3DC7A00005201008900F4AF,,137806119,0,13.7,0,F4AF,data\raw_samples\raw\abs\year=2026\month=03\day=16\hour=07\part-00001.jsonl,1
f29fe9d5-4c46-4b9c-9571-bd5ea3317a11,ABS,ABS-0032,ABS-0032,ABS-0032,EC2 AWS,hex,Maranhão,BALSAS,Fazenda Escondido,Soja,2872.0,2026-03-16 07:04:53,2026-03-16 07:04:57,2026-03-16,7,4854.0,0,0,-7.9615,-45.9094,-7.961475,-45.909408,1,valid,0.0,-83.0,moderate,good,1,0,idle,powered_idle,1,,1,,ABS-0032-0016,AA550836C12769B7AB9500FFF9DA71FFD3DC7A00005301008A00FEDB,,137806119,0,13.8,0,FEDB,data\raw_samples\raw\abs\year=2026\month=03\day=16\hour=07\part-00001.jsonl,2
672a17ba-009f-4fa6-8d32-c532e1c31db3,ABS,ABS-0032,ABS-0032,ABS-0032,EC2 AWS,hex,Maranhão,BALSAS,Fazenda Escondido,Soja,2872.0,2026-03-16 07:09:01,2026-03-16 07:09:12,2026-03-16,7,11059.0,1,0,-7.9615,-45.9094,-7.961475,-45.909408,0,invalid,0.0,-100.0,poor,poor,1,0,idle,powered_idle,1,,1,,ABS-0032-0017,AA550836C12769B7AC8D02FFF9DA71FFD3DC7A00006401008A0063A9,gps_invalido_ou_perdido;cobertura_poor,137806119,2,13.8,0,63A9,data\raw_samples\raw\abs\year=2026\month=03\day=16\hour=07\part-00001.jsonl,3
40695aa5-e5ff-454f-927c-0430ff4eb86a,ABS,ABS-0032,ABS-0032,ABS-0032,EC2 AWS,hex,Maranhão,BALSAS,Fazenda Escondido,Soja,2872.0,2026-03-16 07:15:55,2026-03-16 07:01:57,2026-03-16,7,11283.0,1,0,-7.9615,-45.9095,-7.961475,-45.909408,1,valid,0.0,-110.0,critical,poor,1,0,idle,powered_idle,1,,1,,ABS-0032-0018,AA550836C12769B7AE2B00FFF9DA71FFD3DC7900006E01007600D2A0,cobertura_poor,137806119,0,11.8,0,D2A0,data\raw_samples\raw\abs\year=2026\month=03\day=16\hour=07\part-00001.jsonl,4
6c51615f-4660-4053-9e33-607114654d99,ABS,ABS-0032,ABS-0032,ABS-0032,EC2 AWS,hex,Maranhão,BALSAS,Fazenda Escondido,Soja,2872.0,2026-03-16 07:24:34,2026-03-16 07:24:47,2026-03-16,7,13790.0,1,0,-7.9615,-45.9094,-7.961475,-45.909408,1,valid,1.85,-86.0,moderate,good,1,0,idle,powered_idle,1,,1,,ABS-0032-0019,AA550836C12769B7B03200FFF9DA71FFD3DC7A000156010082008229,,137806119,0,13.0,0,8229,data\raw_samples\raw\abs\year=2026\month=03\day=16\hour=07\part-00001.jsonl,5
e8961dbb-6be8-472b-b225-341f80092bff,ABS,ABS-0032,ABS-0032,ABS-0032,EC2 AWS,hex,Maranhão,BALSAS,Fazenda Escondido,Soja,2872.0,2026-03-16 07:29:07,2026-03-16 07:29:12,2026-03-16,7,5513.0,1,0,-7.9615,-45.9094,-7.961475,-45.909408,1,valid,1.85,-94.0,poor,good,1,0,idle,powered_idle,1,,1,,ABS-0032-0020,AA550836C12769B7B14300FFF9DA71FFD3DC7A00015E01008C0057B7,,137806119,0,14.0,0,57B7,data\raw_samples\raw\abs\year=2026\month=03\day=16\hour=07\part-00001.jsonl,6
b870ae30-c0a5-4267-b0b1-8144ca93dba5,ABS,ABS-0032,ABS-0032,ABS-0032,EC2 AWS,hex,Maranhão,BALSAS,Fazenda Escondido,Soja,2872.0,2026-03-16 07:32:03,2026-03-16 07:32:09,2026-03-16,7,6137.0,1,0,-7.9615,-45.9094,-7.961475,-45.909408,1,valid,0.0,-85.0,moderate,moderate,1,0,idle,powered_idle,1,,1,,ABS-0032-0021,AA550836C12769B7B1F300FFF9DA71FFD3DC7A000055010088001068,,137806119,0,13.6,0,1068,data\raw_samples\raw\abs\year=2026\month=03\day=16\hour=07\part-00001.jsonl,7
ebeca8a8-c1a1-4883-9b78-eb8edbf22107,ABS,ABS-0032,ABS-0032,ABS-0032,EC2 AWS,hex,Maranhão,BALSAS,Fazenda Escondido,Soja,2872.0,2026-03-16 07:37:40,2026-03-16 07:37:44,2026-03-16,7,4428.0,0,0,-7.9614,-45.9094,-7.961475,-45.909408,1,valid,0.0,-91.0,poor,moderate,1,0,idle,powered_idle,1,,1,,ABS-0032-0022,AA550836C12769B7B34400FFF9DA72FFD3DC7A00005B01008100B017,,137806119,0,12.9,0,B017,data\raw_samples\raw\abs\year=2026\month=03\day=16\hour=07\part-00001.jsonl,8
16e40c39-f7a9-4428-996b-d55b6af3d4c6,ABS,ABS-0032,ABS-0032,ABS-0032,EC2 AWS,hex,Maranhão,BALSAS,Fazenda Escondido,Soja,2872.0,2026-03-16 07:43:59,2026-03-16 07:44:16,2026-03-16,7,17589.0,1,0,-7.9615,-45.9094,-7.961475,-45.909408,1,valid,0.0,-94.0,poor,moderate,1,0,idle,powered_idle,1,,1,,ABS-0032-0023,AA550836C12769B7B4BF00FFF9DA71FFD3DC7A00005E010085003376,,137806119,0,13.3,0,3376,data\raw_samples\raw\abs\year=2026\month=03\day=16\hour=07\part-00001.jsonl,9
03231671-2a81-48b8-b344-e01c29e95f26,ABS,ABS-0032,ABS-0032,ABS-0032,EC2 AWS,hex,Maranhão,BALSAS,Fazenda Escondido,Soja,2872.0,2026-03-16 07:47:54,2026-03-16 07:48:06,2026-03-16,7,12135.0,1,0,-7.9615,-45.9094,-7.961475,-45.909408,1,valid,1.85,-92.0,poor,moderate,1,0,idle,powered_idle,1,,1,,ABS-0032-0024,AA550836C12769B7B5AA00FFF9DA71FFD3DC7A00015C01007A008DD1,,137806119,0,12.2,0,8DD1,data\raw_samples\raw\abs\year=2026\month=03\day=16\hour=07\part-00001.jsonl,10
5c52d32c-144a-42bf-b204-9d16e9bf1f56,ABS,ABS-0032,ABS-0032,ABS-0032,EC2 AWS,hex,Maranhão,BALSAS,Fazenda Escondido,Soja,2872.0,2026-03-16 07:50:59,2026-03-16 07:51:14,2026-03-16,7,15276.0,1,0,-7.9614,-45.9095,-7.961475,-45.909408,1,valid,1.85,-88.0,moderate,good,1,0,idle,powered_idle,1,,1,,ABS-0032-0025,AA550836C12769B7B66300FFF9DA72FFD3DC7900015801007F00FDE4,,137806119,0,12.7,0,FDE4,data\raw_samples\raw\abs\year=2026\month=03\day=16\hour=07\part-00001.jsonl,11
61ffc444-f422-4fde-b860-24611fa357ed,ABS,ABS-0032,ABS-0032,ABS-0032,EC2 AWS,hex,Maranhão,BALSAS,Fazenda Escondido,Soja,2872.0,2026-03-16 07:56:31,2026-03-16 07:56:37,2026-03-16,7,6140.0,1,0,-7.9614,-45.9095,-7.961475,-45.909408,1,valid,1.85,-99.0,poor,moderate,1,0,idle,powered_idle,1,,1,,ABS-0032-0026,AA550836C12769B7B7AF00FFF9DA72FFD3DC7900016301008C00B6A1,,137806119,0,14.0,0,B6A1,data\raw_samples\raw\abs\year=2026\month=03\day=16\hour=07\part-00001.jsonl,12
32709b2d-a5c7-4f8e-8ed5-fb26db02a39d,ABS,ABS-0032,ABS-0032,ABS-0032,EC2 AWS,hex,Maranhão,BALSAS,Fazenda Escondido,Soja,2872.0,2026-03-16 07:59:29,2026-03-16 07:59:42,2026-03-16,7,13274.0,1,0,-7.9614,-45.9094,-7.961475,-45.909408,1,valid,1.85,-106.0,critical,critical,1,0,idle,powered_idle,1,,1,,ABS-0032-0027,AA550836C12769B7B86100FFF9DA72FFD3DC7A00016A01008600C95B,cobertura_critical,137806119,0,13.4,0,C95B,data\raw_samples\raw\abs\year=2026\month=03\day=16\hour=07\part-00001.jsonl,13
59e76229-837e-42c9-aed8-5857b8de095a,ABS,ABS-0032,ABS-0032,ABS-0032,EC2 AWS,hex,Maranhão,BALSAS,Fazenda Escondido,Soja,2872.0,2026-03-16 08:04:01,2026-03-16 08:04:19,2026-03-16,8,18405.0,1,0,-7.9614,-45.9094,-7.961475,-45.909408,1,valid,0.0,-90.0,moderate,good,1,0,idle,powered_idle,1,,1,,ABS-0032-0028,AA550836C12769B7B97100FFF9DA72FFD3DC7A00005A01008A00C2E8,,137806119,0,13.8,0,C2E8,data\raw_samples\raw\abs\year=2026\month=03\day=16\hour=08\part-00001.jsonl,1
0ec0ac23-f473-49de-8578-7d3130f49f4a,ABS,ABS-0032,ABS-0032,ABS-0032,EC2 AWS,hex,Maranhão,BALSAS,Fazenda Escondido,Soja,2872.0,2026-03-16 08:06:26,2026-03-16 08:06:43,2026-03-16,8,17728.0,1,0,-7.9615,-45.9094,-7.961475,-45.909408,1,valid,1.85,-107.0,critical,poor,1,0,idle,powered_idle,1,,1,,ABS-0032-0029,AA550836C12769B7BA0200FFF9DA71FFD3DC7A00016B0100890049DD,cobertura_poor,137806119,0,13.7,0,49DD,data\raw_samples\raw\abs\year=2026\month=03\day=16\hour=08\part-00001.jsonl,2
9037c7ea-c1b5-4ede-8390-5c8987c76694,ABS,ABS-0032,ABS-0032,ABS-0032,EC2 AWS,hex,Maranhão,BALSAS,Fazenda Escondido,Soja,2872.0,2026-03-16 08:09:12,2026-03-16 08:09:17,2026-03-16,8,5764.0,1,0,-7.9614,-45.9095,-7.961475,-45.909408,1,valid,0.0,-93.0,poor,poor,1,0,idle,powered_idle,1,,1,,ABS-0032-0030,AA550836C12769B7BAA800FFF9DA72FFD3DC7900005D010084005A4B,cobertura_poor,137806119,0,13.2,0,5A4B,data\raw_samples\raw\abs\year=2026\month=03\day=16\hour=08\part-00001.jsonl,3
cac2a968-bb64-49d6-a05c-ccfcc8b8edc5,ABS,ABS-0032,ABS-0032,ABS-0032,EC2 AWS,hex,Maranhão,BALSAS,Fazenda Escondido,Soja,2872.0,2026-03-16 08:13:15,2026-03-16 08:13:18,2026-03-16,8,3598.0,0,0,-7.9614,-45.9094,-7.961475,-45.909408,1,valid,1.85,-107.0,critical,critical,1,0,idle,powered_idle,1,,1,,ABS-0032-0031,AA550836C12769B7BB9B00FFF9DA72FFD3DC7A00016B0100840085C9,cobertura_critical,137806119,0,13.2,0,85C9,data\raw_samples\raw\abs\year=2026\month=03\day=16\hour=08\part-00001.jsonl,4
d1f25137-7639-413d-9136-c26b9908b2af,ABS,ABS-0032,ABS-0032,ABS-0032,EC2 AWS,hex,Maranhão,BALSAS,Fazenda Escondido,Soja,2872.0,2026-03-16 08:18:09,2026-03-16 08:34:13,2026-03-16,8,17774.0,1,0,-7.9614,-45.9094,-7.961475,-45.909408,1,valid,1.85,-93.0,poor,moderate,1,0,idle,powered_idle,1,,1,,ABS-0032-0032,AA550836C12769B7BCC100FFF9DA72FFD3DC7A00015D01007C008AEE,,137806119,0,12.4,0,8AEE,data\raw_samples\raw\abs\year=2026\month=03\day=16\hour=08\part-00001.jsonl,5
94bcd85a-6a58-4049-aa8c-1b3d8bdf236a,ABS,ABS-0032,ABS-0032,ABS-0032,EC2 AWS,hex,Maranhão,BALSAS,Fazenda Escondido,Soja,2872.0,2026-03-16 08:25:00,2026-03-16 08:35:42,2026-03-16,8,642224.0,1,1,-7.9615,-45.9094,-7.961475,-45.909408,1,valid,1.85,-105.0,critical,poor,1,0,idle,powered_idle,1,,0,buffered_flag,ABS-0032-0033,AA550836C12769B7BE5C00FFF9DA71FFD3DC7A00016905008A088502,buffer/reenvio;cobertura_poor,137806119,0,13.8,8,8502,data\raw_samples\raw\abs\year=2026\month=03\day=16\hour=08\part-00001.jsonl,6
5114b93c-1ba8-44b5-a4aa-b829a7c60865,ABS,ABS-0032,ABS-0032,ABS-0032,EC2 AWS,hex,Maranhão,BALSAS,Fazenda Escondido,Soja,2872.0,2026-03-16 08:28:17,2026-03-16 08:28:36,2026-03-16,8,19978.0,1,0,-7.9615,-45.9094,-7.961475,-45.909408,1,valid,0.0,-86.0,moderate,good,1,0,idle,powered_idle,1,,1,,ABS-0032-0034,AA550836C12769B7BF2100FFF9DA71FFD3DC7A00005601007A005CA8,,137806119,0,12.2,0,5CA8,data\raw_samples\raw\abs\year=2026\month=03\day=16\hour=08\part-00001.jsonl,7
3eb52fd4-022d-4da7-a790-49253159d61b,ABS,ABS-0032,ABS-0032,ABS-0032,EC2 AWS,hex,Maranhão,BALSAS,Fazenda Escondido,Soja,2872.0,2026-03-16 08:32:25,2026-03-16 08:18:26,2026-03-16,8,108295.0,1,0,-7.9615,-45.9094,-7.961475,-45.909408,1,valid,0.0,-97.0,poor,poor,1,0,idle,powered_idle,1,,1,,ABS-0032-0035,AA550836C12769B7C01900FFF9DA71FFD3DC7A000061010084002034,atrasado;cobertura_poor,137806119,0,13.2,0,2034,data\raw_samples\raw\abs\year=2026\month=03\day=16\hour=08\part-00001.jsonl,8
6e3e7079-650e-4df5-97f6-dcc831e7625c,ABS,ABS-0032,ABS-0032,ABS-0032,EC2 AWS,hex,Maranhão,BALSAS,Fazenda Escondido,Soja,2872.0,2026-03-16 08:35:35,2026-03-16 08:35:43,2026-03-16,8,8497.0,1,0,-7.9615,-45.9094,-7.961475,-45.909408,0,lost,0.0,-93.0,poor,moderate,1,0,idle,metal_shed_idle,1,,0,metal_shed,ABS-0032-0036,AA550836C12769B7C0D701FFF9DA71FFD3DC7A00005D01007B048BC3,gps_invalido_ou_perdido;barracao_metalico,137806119,1,12.3,4,8BC3,data\raw_samples\raw\abs\year=2026\month=03\day=16\hour=08\part-00001.jsonl,9
5985e687-f668-4f9e-a2d3-7d80a4602b02,ABS,ABS-0032,ABS-0032,ABS-0032,EC2 AWS,hex,Maranhão,BALSAS,Fazenda Escondido,Soja,2872.0,2026-03-16 08:39:01,2026-03-16 08:39:05,2026-03-16,8,4531.0,0,0,-7.9614,-45.9094,-7.961475,-45.909408,1,valid,0.0,-97.0,poor,moderate,1,0,idle,powered_idle,1,,1,,ABS-0032-0037,AA550836C12769B7C1A500FFF9DA72FFD3DC7A00006101008F0095D0,,137806119,0,14.3,0,95D0,data\raw_samples\raw\abs\year=2026\month=03\day=16\hour=08\part-00001.jsonl,10
a4996080-3b7d-44b1-a717-60d29e9745ed,ABS,ABS-0032,ABS-0032,ABS-0032,EC2 AWS,hex,Maranhão,BALSAS,Fazenda Escondido,Soja,2872.0,2026-03-16 08:45:25,2026-03-16 08:45:40,2026-03-16,8,15988.0,1,0,-7.9615,-45.9094,-7.961475,-45.909408,1,valid,0.0,-84.0,moderate,moderate,1,0,idle,powered_idle,1,,1,,ABS-0032-0038,AA550836C12769B7C32500FFF9DA71FFD3DC7A00005401007D00,,137806119,0,12.5,0,,data\raw_samples\raw\abs\year=2026\month=03\day=16\hour=08\part-00001.jsonl,11
9e8b1e94-be08-487f-bec3-6aed8eeb86cc,ABS,ABS-0032,ABS-0032,ABS-0032,EC2 AWS,hex,Maranhão,BALSAS,Fazenda Escondido,Soja,2872.0,2026-03-16 08:51:21,2026-03-16 08:51:36,2026-03-16,8,15448.0,1,0,-7.9615,-45.9094,-7.961475,-45.909408,1,valid,1.85,-94.0,poor,good,1,0,idle,powered_idle,1,,1,,ABS-0032-0039,AA550836C12769B7C48900FFF9DA71FFD3DC7A00015E01007C0032E0,,137806119,0,12.4,0,32E0,data\raw_samples\raw\abs\year=2026\month=03\day=16\hour=08\part-00001.jsonl,12
2a2b4fb9-bf60-4650-aed5-970a671e8e60,ABS,ABS-0032,ABS-0032,ABS-0032,EC2 AWS,hex,Maranhão,BALSAS,Fazenda Escondido,Soja,2872.0,2026-03-16 08:55:21,2026-03-16 08:55:35,2026-03-16,8,14232.0,1,0,-7.9618,-45.9095,-7.961475,-45.909408,1,valid,3.7,-100.0,poor,poor,1,1,operating,operating_poor_coverage,1,,0,poor_coverage,ABS-0032-0040,AA550836C12769B7C57900FFF9DA6EFFD3DC7900026403008F016C1E,cobertura_poor,137806119,0,14.3,1,6C1E,data\raw_samples\raw\abs\year=2026\month=03\day=16\hour=08\part-00001.jsonl,13
c9b1bc45-5f74-4add-9216-aed1291af436,ABS,ABS-0032,ABS-0032,ABS-0032,EC2 AWS,hex,Maranhão,BALSAS,Fazenda Escondido,Soja,2872.0,2026-03-16 09:00:01,2026-03-16 09:00:20,2026-03-16,9,19640.0,1,0,-7.9614,-45.9094,-7.961475,-45.909408,1,valid,1.85,-81.0,moderate,moderate,1,0,idle,powered_idle,1,,1,,ABS-0032-0041,AA550836C12769B7C69100FFF9DA72FFD3DC7A00015101008F0078DF,,137806119,0,14.3,0,78DF,data\raw_samples\raw\abs\year=2026\month=03\day=16\hour=09\part-00001.jsonl,1
3caced2a-b35c-42de-8ea6-63ce6869115a,ABS,ABS-0032,ABS-0032,ABS-0032,EC2 AWS,hex,Maranhão,BALSAS,Fazenda Escondido,Soja,2872.0,2026-03-16 09:02:53,2026-03-16 09:14:36,2026-03-16,9,10960.0,1,0,-7.9615,-45.9094,-7.961475,-45.909408,1,valid,1.85,-94.0,poor,good,1,0,idle,powered_idle,1,,1,,ABS-0032-0042,AA550836C12769B7C73D00FFF9DA71FFD3DC7A00015E010083005550,,137806119,0,13.1,0,5550,data\raw_samples\raw\abs\year=2026\month=03\day=16\hour=09\part-00001.jsonl,2
