normalized_id,hardware,device_id,hardware_session_id,session_id,source_system,payload_format,state_client,city,execution_place,seed_type,weight_kg,event_time,ingestion_time,event_date,event_hour,delay_ms,is_late,is_buffered,latitude,longitude,latitude_ref,longitude_ref,gps_valid,gps_status,speed_kmh,rssi_dbm,signal_quality,network_condition,machine_on,machine_operating,machine_status,scenario_state,parse_ok,parse_error,data_quality_ok,data_quality_flags,raw_record_id,raw_payload,observacoes,_source_file,_source_line
31ba7282-35aa-4124-ae36-defaf1aa5670,FMC920,FMC920-0018,FMC920-0018,FMC920-0018,AWS IoT Core,json,Paraná,CAMPO MOURAO,Fazenda canaã,Soja,11000.0,2026-03-09 07:58:11,2026-03-09 07:58:13,2026-03-09,7,2805.0,0,0,-23.953882,-52.486141,-23.953889,-52.486111,1,valid,1.1,-107.0,critical,poor,1,0,idle,powered_idle,1,,1,,FMC920-0018-0011,"{""deviceId"":""FMC920-0018"",""ts"":""2026-03-09T07:58:11"",""seq"":11,""gps"":{""lat"":-23.953882,""lon"":-52.486141,""alt"":605,""speed_kmh"":1.1,""angle"":198,""sats"":12,""hdop"":0.9,""fix"":true},""gsm"":{""rssi_dbm"":-107,""network"":""LTE-M""},""power"":{""ext_v"":13.5,""battery_v"":3.83},""io"":{""din1_ignition"":1,""din_operating"":0,""dout1"":0},""event"":""powered_idle"",""buffered"":false}",cobertura_poor,data\raw_samples\raw\fmc920\year=2026\month=03\day=09\hour=07\part-00001.jsonl,11
80d5061d-1735-41fb-93e5-5307b60a4740,FMC920,FMC920-0018,FMC920-0018,FMC920-0018,AWS IoT Core,json,Paraná,CAMPO MOURAO,Fazenda canaã,Soja,11000.0,2026-03-09 08:00:30,2026-03-09 08:00:33,2026-03-09,8,3504.0,0,0,-23.953926,-52.486151,-23.953889,-52.486111,1,valid,0.4,-67.0,good,moderate,1,0,idle,powered_idle,1,,1,,FMC920-0018-0012,"{""deviceId"":""FMC920-0018"",""ts"":""2026-03-09T08:00:30"",""seq"":12,""gps"":{""lat"":-23.953926,""lon"":-52.486151,""alt"":564,""speed_kmh"":0.4,""angle"":172,""sats"":12,""hdop"":0.9,""fix"":true},""gsm"":{""rssi_dbm"":-67,""network"":""LTE-M""},""power"":{""ext_v"":14.4,""battery_v"":3.98},""io"":{""din1_ignition"":1,""din_operating"":0,""dout1"":0},""event"":""powered_idle"",""buffered"":false}",,data\raw_samples\raw\fmc920\year=2026\month=03\day=09\hour=08\part-00001.jsonl,1
ded95510-a2d2-4a93-8c8a-0f4320455d4f,FMC920,FMC920-0018,FMC920-0018,FMC920-0018,AWS IoT Core,json,Paraná,CAMPO MOURAO,Fazenda canaã,Soja,11000.0,2026-03-09 08:02:11,2026-03-09 08:02:12,2026-03-09,8,1700.0,0,0,-23.953915,-52.486159,-23.953889,-52.486111,1,valid,0.6,-67.0,good,good,1,0,idle,powered_idle,1,,1,,FMC920-0018-0013,"{""deviceId"":""FMC920-0018"",""ts"":""2026-03-09T08:02:11"",""seq"":13,""gps"":{""lat"":-23.953915,""lon"":-52.486159,""alt"":599,""speed_kmh"":0.6,""angle"":104,""sats"":9,""hdop"":1.6,""fix"":true},""gsm"":{""rssi_dbm"":-67,""network"":""LTE-M""},""power"":{""ext_v"":13.8,""battery_v"":3.8},""io"":{""din1_ignition"":1,""din_operating"":0,""dout1"":0},""event"":""powered_idle"",""buffered"":false}",,data\raw_samples\raw\fmc920\year=2026\month=03\day=09\hour=08\part-00001.jsonl,2
a19456f2-26f3-4e28-ad5b-9ea634f171e9,FMC920,FMC920-0018,FMC920-0018,FMC920-0018,AWS IoT Core,json,Paraná,CAMPO MOURAO,Fazenda canaã,Soja,11000.0,2026-03-09 08:03:27,2026-03-09 08:03:28,2026-03-09,8,1510.0,0,0,-23.953898,-52.486137,-23.953889,-52.486111,1,valid,0.3,-66.0,good,good,1,0,idle,powered_idle,1,,1,,FMC920-0018-0014,"{""deviceId"":""FMC920-0018"",""ts"":""2026-03-09T08:03:27"",""seq"":14,""gps"":{""lat"":-23.953898,""lon"":-52.486137,""alt"":550,""speed_kmh"":0.3,""angle"":122,""sats"":9,""hdop"":1.1,""fix"":true},""gsm"":{""rssi_dbm"":-66,""network"":""LTE-M""},""power"":{""ext_v"":14.0,""battery_v"":3.91},""io"":{""din1_ignition"":1,""din_operating"":0,""dout1"":0},""event"":""powered_idle"",""buffered"":false}",,data\raw_samples\raw\fmc920\year=2026\month=03\day=09\hour=08\part-00001.jsonl,3
0eec126e-22dc-4eea-8be9-d2d2727913f6,FMC920,FMC920-0018,FMC920-0018,FMC920-0018,AWS IoT Core,json,Paraná,CAMPO MOURAO,Fazenda canaã,Soja,11000.0,2026-03-09 08:06:28,2026-03-09 08:06:31,2026-03-09,8,3933.0,0,0,-23.953924,-52.486072,-23.953889,-52.486111,1,valid,0.0,-69.0,good,moderate,1,0,idle,powered_idle,1,,1,,FMC920-0018-0015,"{""deviceId"":""FMC920-0018"",""ts"":""2026-03-09T08:06:28"",""seq"":15,""gps"":{""lat"":-23.953924,""lon"":-52.486072,""alt"":636,""speed_kmh"":0.0,""angle"":251,""sats"":10,""hdop"":1.0,""fix"":true},""gsm"":{""rssi_dbm"":-69,""network"":""LTE-M""},""power"":{""ext_v"":13.7,""battery_v"":4.02},""io"":{""din1_ignition"":1,""din_operating"":0,""dout1"":0},""event"":""powered_idle"",""buffered"":false}",,data\raw_samples\raw\fmc920\year=2026\month=03\day=09\hour=08\part-00001.jsonl,4
aec68197-a824-46ca-8577-5557c8e0ea12,FMC920,FMC920-0018,FMC920-0018,FMC920-0018,AWS IoT Core,json,Paraná,CAMPO MOURAO,Fazenda canaã,Soja,11000.0,2026-03-09 08:08:53,2026-03-09 08:08:55,2026-03-09,8,2454.0,0,0,-23.953931,-52.486077,-23.953889,-52.486111,1,valid,0.7,-64.0,good,good,1,0,idle,powered_idle,1,,1,,FMC920-0018-0016,"{""deviceId"":""FMC920-0018"",""ts"":""2026-03-09T08:08:53"",""seq"":16,""gps"":{""lat"":-23.953931,""lon"":-52.486077,""alt"":595,""speed_kmh"":0.7,""angle"":207,""sats"":9,""hdop"":1.0,""fix"":true},""gsm"":{""rssi_dbm"":-64,""network"":""LTE-M""},""power"":{""ext_v"":13.5,""battery_v"":3.98},""io"":{""din1_ignition"":1,""din_operating"":0,""dout1"":0},""event"":""powered_idle"",""buffered"":false}",,data\raw_samples\raw\fmc920\year=2026\month=03\day=09\hour=08\part-00001.jsonl,5
8e902f58-c7c7-4664-9a1f-b9fd28ed667f,FMC920,FMC920-0018,FMC920-0018,FMC920-0018,AWS IoT Core,json,Paraná,CAMPO MOURAO,Fazenda canaã,Soja,11000.0,2026-03-09 08:10:44,2026-03-09 08:10:46,2026-03-09,8,2213.0,0,0,-23.953933,-52.48609,-23.953889,-52.486111,1,valid,0.7,-85.0,moderate,good,1,0,idle,powered_idle,1,,1,,FMC920-0018-0017,"{""deviceId"":""FMC920-0018"",""ts"":""2026-03-09T08:10:44"",""seq"":17,""gps"":{""lat"":-23.953933,""lon"":-52.48609,""alt"":612,""speed_kmh"":0.7,""angle"":223,""sats"":10,""hdop"":1.2,""fix"":true},""gsm"":{""rssi_dbm"":-85,""network"":""LTE-M""},""power"":{""ext_v"":14.0,""battery_v"":4.03},""io"":{""din1_ignition"":1,""din_operating"":0,""dout1"":0},""event"":""powered_idle"",""buffered"":false}",,data\raw_samples\raw\fmc920\year=2026\month=03\day=09\hour=08\part-00001.jsonl,6
f95667d0-6b46-49f4-a24b-a7cb37f65641,FMC920,FMC920-0018,FMC920-0018,FMC920-0018,AWS IoT Core,json,Paraná,CAMPO MOURAO,Fazenda canaã,Soja,11000.0,2026-03-09 08:12:36,2026-03-09 08:12:37,2026-03-09,8,1601.0,0,0,-23.953854,-52.486096,-23.953889,-52.486111,1,valid,1.0,-66.0,good,good,1,0,idle,powered_idle,1,,1,,FMC920-0018-0018,"{""deviceId"":""FMC920-0018"",""ts"":""2026-03-09T08:12:36"",""seq"":18,""gps"":{""lat"":-23.953854,""lon"":-52.486096,""alt"":598,""speed_kmh"":1.0,""angle"":186,""sats"":14,""hdop"":0.8,""fix"":true},""gsm"":{""rssi_dbm"":-66,""network"":""LTE-M""},""power"":{""ext_v"":13.2,""battery_v"":3.86},""io"":{""din1_ignition"":1,""din_operating"":0,""dout1"":0},""event"":""powered_idle"",""buffered"":false}",,data\raw_samples\raw\fmc920\year=2026\month=03\day=09\hour=08\part-00001.jsonl,7
e8767da5-92c8-448f-9085-98563a4239ce,FMC920,FMC920-0018,FMC920-0018,FMC920-0018,AWS IoT Core,json,Paraná,CAMPO MOURAO,Fazenda canaã,Soja,11000.0,2026-03-09 08:14:46,2026-03-09 08:14:47,2026-03-09,8,1561.0,0,0,-23.953924,-52.486147,-23.953889,-52.486111,1,valid,0.5,-72.0,good,good,1,0,idle,powered_idle,1,,1,,FMC920-0018-0019,"{""deviceId"":""FMC920-0018"",""ts"":""2026-03-09T08:14:46"",""seq"":19,""gps"":{""lat"":-23.953924,""lon"":-52.486147,""alt"":571,""speed_kmh"":0.5,""angle"":266,""sats"":9,""hdop"":1.2,""fix"":true},""gsm"":{""rssi_dbm"":-72,""network"":""LTE-M""},""power"":{""ext_v"":13.2,""battery_v"":4.02},""io"":{""din1_ignition"":1,""din_operating"":0,""dout1"":0},""event"":""powered_idle"",""buffered"":false}",,data\raw_samples\raw\fmc920\year=2026\month=03\day=09\hour=08\part-00001.jsonl,8
ead80ac1-83b6-4c2c-a87f-8906a8b86e7b,FMC920,FMC920-0018,FMC920-0018,FMC920-0018,AWS IoT Core,json,Paraná,CAMPO MOURAO,Fazenda canaã,Soja,11000.0,2026-03-09 08:17:19,2026-03-09 08:17:20,2026-03-09,8,1600.0,0,0,-23.953892,-52.486119,-23.953889,-52.486111,1,valid,0.4,-80.0,good,good,1,0,idle,powered_idle,1,,1,,FMC920-0018-0020,"{""deviceId"":""FMC920-0018"",""ts"":""2026-03-09T08:17:19"",""seq"":20,""gps"":{""lat"":-23.953892,""lon"":-52.486119,""alt"":558,""speed_kmh"":0.4,""angle"":51,""sats"":12,""hdop"":1.5,""fix"":true},""gsm"":{""rssi_dbm"":-80,""network"":""LTE-M""},""power"":{""ext_v"":13.4,""battery_v"":4.0},""io"":{""din1_ignition"":1,""din_operating"":0,""dout1"":0},""event"":""powered_idle"",""buffered"":false}",,data\raw_samples\raw\fmc920\year=2026\month=03\day=09\hour=08\part-00001.jsonl,9
59bd26c0-9241-4d70-b990-984c2b85565a,FMC920,FMC920-0018,FMC920-0018,FMC920-0018,AWS IoT Core,json,Paraná,CAMPO MOURAO,Fazenda canaã,Soja,11000.0,2026-03-09 08:19:51,2026-03-09 08:19:51,2026-03-09,8,884.0,0,0,-23.95386,-52.486128,-23.953889,-52.486111,1,valid,0.9,-82.0,moderate,moderate,1,0,idle,powered_idle,1,,1,,FMC920-0018-0021,"{""deviceId"":""FMC920-0018"",""ts"":""2026-03-09T08:19:51"",""seq"":21,""gps"":{""lat"":-23.95386,""lon"":-52.486128,""alt"":557,""speed_kmh"":0.9,""angle"":201,""sats"":12,""hdop"":1.3,""fix"":true},""gsm"":{""rssi_dbm"":-82,""network"":""LTE-M""},""power"":{""ext_v"":13.3,""battery_v"":3.81},""io"":{""din1_ignition"":1,""din_operating"":0,""dout1"":0},""event"":""powered_idle"",""buffered"":false}",,data\raw_samples\raw\fmc920\year=2026\month=03\day=09\hour=08\part-00001.jsonl,10
c50b4d63-eb17-4e2e-b3d3-d3027efdae8a,FMC920,FMC920-0018,FMC920-0018,FMC920-0018,AWS IoT Core,json,Paraná,CAMPO MOURAO,Fazenda canaã,Soja,11000.0,2026-03-09 08:21:46,2026-03-09 08:21:49,2026-03-09,8,3282.0,0,0,-23.953921,-52.48615,-23.953889,-52.486111,1,valid,0.3,-78.0,good,good,1,0,idle,powered_idle,1,,1,,FMC920-0018-0022,"{""deviceId"":""FMC920-0018"",""ts"":""2026-03-09T08:21:46"",""seq"":22,""gps"":{""lat"":-23.953921,""lon"":-52.48615,""alt"":598,""speed_kmh"":0.3,""angle"":69,""sats"":14,""hdop"":0.8,""fix"":true},""gsm"":{""rssi_dbm"":-78,""network"":""LTE-M""},""power"":{""ext_v"":13.1,""battery_v"":3.92},""io"":{""din1_ignition"":1,""din_operating"":0,""dout1"":0},""event"":""powered_idle"",""buffered"":false}",,data\raw_samples\raw\fmc920\year=2026\month=03\day=09\hour=08\part-00001.jsonl,11
a20e332a-7608-4bae-8954-2ed3a275bcc3,FMC920,FMC920-0018,FMC920-0018,FMC920-0018,AWS IoT Core,json,Paraná,CAMPO MOURAO,Fazenda canaã,Soja,11000.0,2026-03-09 08:23:28,2026-03-09 08:23:31,2026-03-09,8,3869.0,0,0,-23.953845,-52.486126,-23.953889,-52.486111,1,valid,1.0,-66.0,good,good,1,0,idle,powered_idle,1,,1,,FMC920-0018-0023,"{""deviceId"":""FMC920-0018"",""ts"":""2026-03-09T08:23:28"",""seq"":23,""gps"":{""lat"":-23.953845,""lon"":-52.486126,""alt"":617,""speed_kmh"":1.0,""angle"":208,""sats"":11,""hdop"":1.6,""fix"":true},""gsm"":{""rssi_dbm"":-66,""network"":""LTE-M""},""power"":{""ext_v"":13.3,""battery_v"":4.01},""io"":{""din1_ignition"":1,""din_operating"":0,""dout1"":0},""event"":""powered_idle"",""buffered"":false}",,data\raw_samples\raw\fmc920\year=2026\month=03\day=09\hour=08\part-00001.jsonl,12
be09be57-eaf0-4245-8977-0212e995243e,FMC920,FMC920-0018,FMC920-0018,FMC920-0018,AWS IoT Core,json,Paraná,CAMPO MOURAO,Fazenda canaã,Soja,11000.0,2026-03-09 08:25:59,2026-03-09 08:26:01,2026-03-09,8,2330.0,0,0,,,-23.953889,-52.486111,0,invalid,0.8,-73.0,good,good,1,0,idle,metal_shed_idle,1,,1,,FMC920-0018-0024,"{""deviceId"":""FMC920-0018"",""ts"":""2026-03-09T08:25:59"",""seq"":24,""gps"":{""lat"":null,""lon"":null,""alt"":575,""speed_kmh"":0.8,""angle"":8,""sats"":0,""hdop"":6.5,""fix"":false},""gsm"":{""rssi_dbm"":-73,""network"":""LTE-M""},""power"":{""ext_v"":13.4,""battery_v"":3.99},""io"":{""din1_ignition"":1,""din_operating"":0,""dout1"":0},""event"":""metal_shed_idle"",""buffered"":false}",gps_invalido_ou_perdido;barracao_metalico,data\raw_samples\raw\fmc920\year=2026\month=03\day=09\hour=08\part-00001.jsonl,13
06b59e46-629a-4126-9483-8aca9835f7a2,FMC920,FMC920-0018,FMC920-0018,FMC920-0018,AWS IoT Core,json,Paraná,CAMPO MOURAO,Fazenda canaã,Soja,11000.0,2026-03-09 08:27:58,2026-03-09 08:28:00,2026-03-09,8,2435.0,0,0,-23.953925,-52.486071,-23.953889,-52.486111,1,valid,0.5,-71.0,good,good,1,0,idle,powered_idle,1,,1,,FMC920-0018-0025,"{""deviceId"":""FMC920-0018"",""ts"":""2026-03-09T08:27:58"",""seq"":25,""gps"":{""lat"":-23.953925,""lon"":-52.486071,""alt"":597,""speed_kmh"":0.5,""angle"":104,""sats"":11,""hdop"":1.5,""fix"":true},""gsm"":{""rssi_dbm"":-71,""network"":""LTE-M""},""power"":{""ext_v"":13.7,""battery_v"":3.9},""io"":{""din1_ignition"":1,""din_operating"":0,""dout1"":0},""event"":""powered_idle"",""buffered"":false}",,data\raw_samples\raw\fmc920\year=2026\month=03\day=09\hour=08\part-00001.jsonl,14
3d633d45-9c6e-4abe-a936-b2a451020218,FMC920,FMC920-0018,FMC920-0018,FMC920-0018,AWS IoT Core,json,Paraná,CAMPO MOURAO,Fazenda canaã,Soja,11000.0,2026-03-09 08:30:52,2026-03-09 08:30:54,2026-03-09,8,2253.0,0,0,-23.9539,-52.486096,-23.953889,-52.486111,1,valid,1.1,-90.0,moderate,poor,1,0,idle,powered_idle,1,,1,,FMC920-0018-0026,"{""deviceId"":""FMC920-0018"",""ts"":""2026-03-09T08:30:52"",""seq"":26,""gps"":{""lat"":-23.9539,""lon"":-52.486096,""alt"":611,""speed_kmh"":1.1,""angle"":20,""sats"":14,""hdop"":1.3,""fix"":true},""gsm"":{""rssi_dbm"":-90,""network"":""LTE-M""},""power"":{""ext_v"":14.3,""battery_v"":4.02},""io"":{""din1_ignition"":1,""din_operating"":0,""dout1"":0},""event"":""powered_idle"",""buffered"":false}",cobertura_poor,data\raw_samples\raw\fmc920\year=2026\month=03\day=09\hour=08\part-00001.jsonl,15
